external_id,type,front_text,back_text,tf_answer,explanation
js_theory_222_tf_destructuring_default_null,true_false,"Domyślna wartość w destrukturyzacji użyje się zarówno dla `undefined`, jak i dla `null`.",,false,"Domyślna wartość w destrukturyzacji działa przy `undefined`. Jeśli wartość to `null`, domyślna wartość nie zostanie użyta."
js_theory_223_tf_default_param_null,true_false,"Domyślny parametr funkcji zostanie użyty, gdy argument ma wartość `null`.",,false,"Domyślny parametr działa, gdy argument jest pominięty albo ma wartość `undefined`. `null` jest normalnie przekazaną wartością."
js_theory_224_tf_rest_real_array,true_false,"Parametr rest, np. `...args`, zbiera pozostałe argumenty do prawdziwej tablicy.",,true,"Parametr rest tworzy zwykłą tablicę, więc można bezpośrednio używać metod takich jak `map()`, `filter()` czy `reduce()`."
js_theory_225_tf_rest_must_be_last,true_false,Parametr rest może znajdować się w dowolnym miejscu listy parametrów funkcji.,,false,"Parametr rest musi być ostatnim parametrem, bo zbiera wszystkie pozostałe argumenty."
js_theory_226_tf_array_spread_requires_iterable,true_false,"Spread w literale tablicy, np. `[...value]`, wymaga wartości iterowalnej.",,true,"W tablicy spread działa na iterables, np. tablicach, stringach, Setach czy Mapach."
js_theory_227_tf_plain_object_iterable_by_default,true_false,Zwykły obiekt `{ a: 1 }` jest domyślnie iterowalny w `for...of`.,,false,"Zwykłe obiekty nie są domyślnie iterable. Do ich danych używa się np. `Object.keys()`, `Object.values()` albo `Object.entries()`."
js_theory_228_tf_forof_iterable_values,true_false,"`for...of` przechodzi po wartościach obiektu iterowalnego, np. po elementach tablicy.",,true,`for...of` korzysta z protokołu iterable i pobiera kolejne wartości z iteratora.
js_theory_229_tf_forin_enumerable_keys,true_false,"`for...in` przechodzi po enumerable keys, a nie bezpośrednio po wartościach tablicy lub obiektu.",,true,`for...in` iteruje po kluczach właściwości. Dla tablic zwykle lepszy jest `for...of` albo metody tablicowe.
js_theory_230_tf_object_keys_own_enumerable,true_false,`Object.keys()` zwraca własne enumerable string keys obiektu.,,true,`Object.keys()` nie zwraca właściwości z prototypu ani nieenumerowalnych właściwości.
js_theory_231_tf_prototype_chain_lookup,true_false,"Gdy właściwości nie ma bezpośrednio w obiekcie, JavaScript może szukać jej wyżej w łańcuchu prototypów.",,true,To podstawowy mechanizm dziedziczenia prototypowego: obiekt może delegować odczyt właściwości do swojego prototypu.
js_theory_232_tf_class_no_prototype,true_false,Składnia `class` całkowicie zastępuje prototypy i nie używa mechanizmu prototypowego.,,false,`class` jest wygodną składnią opartą na prototypach. Metody instancji trafiają zwykle na prototyp klasy.
js_theory_233_tf_private_fields_hash,true_false,"Prywatne pola klas w JavaScript zapisuje się składnią z `#`, np. `#count`.",,true,Pole z `#` jest prywatne na poziomie składni języka i nie może być normalnie odczytane z zewnątrz klasy.
js_theory_234_tf_static_method_instance,true_false,"Metodę `static` wywołuje się na instancji klasy, a nie na samej klasie.",,false,"Metody statyczne należą do klasy jako konstruktora, np. `User.create()`, a nie do pojedynczych instancji `new User()`."
js_theory_235_tf_arrow_constructor,true_false,Arrow function może być użyta jako konstruktor z operatorem `new`.,,false,Arrow functions nie mają własnego mechanizmu konstruktora i nie można ich używać z `new`.
js_theory_236_tf_arrow_own_arguments,true_false,Arrow function ma własny obiekt `arguments` tak samo jak zwykła funkcja.,,false,Arrow function nie tworzy własnego `arguments`. Do wielu argumentów używa się zwykle parametru rest.
js_theory_237_tf_arrow_this_lexical,true_false,`this` w arrow function jest brane z otaczającego zakresu leksykalnego.,,true,"Arrow function nie ustawia własnego `this`; przejmuje je z miejsca, w którym została utworzona."
js_theory_238_tf_bind_arrow_this,true_false,`bind()` może trwale zmienić `this` wewnątrz arrow function.,,false,"Arrow function ignoruje zmianę `this` przez `bind()`, `call()` i `apply()`, bo ma `this` leksykalne."
js_theory_239_tf_call_apply_bind_normal,true_false,"`call()`, `apply()` i `bind()` służą m.in. do ustawiania `this` dla zwykłych funkcji.",,true,"`call()` i `apply()` od razu wywołują funkcję, a `bind()` zwraca nową funkcję z ustawionym `this`."
js_theory_240_tf_modules_strict_mode,true_false,Moduły ES działają domyślnie w trybie ścisłym.,,true,"Kod w module ES jest wykonywany w strict mode bez potrzeby dopisywania `""use strict""`."
js_theory_241_tf_static_import_anywhere,true_false,Statyczny `import` można umieścić wewnątrz dowolnej funkcji albo bloku `if`.,,false,Statyczne importy muszą być na najwyższym poziomie modułu. Do ładowania warunkowego służy dynamiczne `import()`.
js_theory_242_tf_dynamic_import_promise,true_false,Dynamiczne `import()` zwraca Promise.,,true,"Dynamiczne importowanie modułu jest asynchroniczne, więc wynik obsługuje się przez `await` albo `.then()`."
js_theory_243_tf_named_import_renaming,true_false,Nazwany import można zaaliasować składnią `as`.,,true,"Przykład: `import { getUser as fetchUser } from ""./api.js""`. Alias zmienia lokalną nazwę importu."
js_theory_244_tf_default_import_same_name,true_false,Default import musi mieć dokładnie taką samą nazwę jak default export w pliku źródłowym.,,false,"Default export importuje się pod dowolną lokalną nazwą, bo nie jest wybierany przez nazwę eksportu."
js_theory_245_tf_object_freeze_shallow,true_false,"`Object.freeze()` zamraża obiekt płytko, a nie rekurencyjnie wszystkie zagnieżdżone obiekty.",,true,"Po `Object.freeze(obj)` nie można łatwo zmieniać bezpośrednich właściwości `obj`, ale zagnieżdżone obiekty mogą nadal być mutowalne."
js_theory_246_tf_object_assign_deep_clone,true_false,"`Object.assign({}, obj)` tworzy pełną głęboką kopię obiektu.",,false,`Object.assign()` tworzy kopię płytką. Zagnieżdżone obiekty pozostają współdzielone przez referencję.
js_theory_247_tf_structuredclone_functions,true_false,"`structuredClone()` potrafi sklonować każdą wartość JavaScript, w tym funkcje.",,false,"`structuredClone()` obsługuje wiele typów danych, ale nie klonuje funkcji i ma swoje ograniczenia."
js_theory_248_tf_json_date_preserves_date_object,true_false,Po `JSON.stringify()` i `JSON.parse()` obiekt `Date` wraca automatycznie jako instancja `Date`.,,false,"Data jest zwykle serializowana do stringa. Po `JSON.parse()` trzeba ją ręcznie zamienić z powrotem na `Date`, jeśli jest to potrzebne."
js_theory_249_tf_event_preventdefault_stopprop,true_false,`preventDefault()` i `stopPropagation()` robią dokładnie to samo.,,false,"`preventDefault()` blokuje domyślne zachowanie przeglądarki, a `stopPropagation()` zatrzymuje dalszą propagację zdarzenia."
js_theory_250_tf_weakmap_keys_primitives,true_false,"Kluczami w `WeakMap` mogą być zwykłe prymitywy, np. stringi i liczby.",,false,"Kluczami w `WeakMap` muszą być obiekty. Dzięki temu wpisy mogą być usunięte przez garbage collector, gdy obiekt-klucz nie jest już używany."
js_theory_251_self_call_stack,self_assess,"Wyjaśnij własnymi słowami, czym jest call stack w JavaScript.",,,"Call stack to stos aktywnych wywołań funkcji. Gdy funkcja wywołuje kolejną funkcję, nowe wywołanie trafia na górę stosu; gdy kończy działanie, zostaje ze stosu zdjęte."
js_theory_252_self_event_loop,self_assess,"Wyjaśnij, jaką rolę pełni event loop w wykonywaniu kodu asynchronicznego.",,,"Event loop pilnuje, kiedy gotowe zadania asynchroniczne mogą trafić do wykonania. Kod synchroniczny wykonuje się najpierw na call stacku, a callbacki czekają w odpowiednich kolejkach."
js_theory_253_self_microtask_vs_task,self_assess,Wyjaśnij różnicę między microtask queue a zwykłą kolejką tasków.,,,"Microtaski, np. callbacki Promise, zwykle wykonują się po zakończeniu bieżącego kodu synchronicznego, ale przed kolejnymi taskami typu `setTimeout`."
js_theory_254_self_promise_executor_sync,self_assess,"Wyjaśnij, dlaczego executor w `new Promise()` może wykonać się zanim pojawi się `.then()`.",,,Executor Promise uruchamia się natychmiast podczas tworzenia Promise. `.then()` jedynie rejestruje reakcję na późniejszy wynik.
js_theory_255_self_await_pauses_function,self_assess,"Wyjaśnij, co oznacza, że `await` wstrzymuje funkcję, ale nie cały program.",,,Po `await` dalszy kod danej funkcji `async` czeka na wynik Promise. Inne zadania środowiska mogą nadal być obsługiwane.
js_theory_256_self_sync_vs_async,self_assess,Wyjaśnij różnicę między kodem synchronicznym a asynchronicznym.,,,Kod synchroniczny wykonuje się linia po linii i blokuje dalszy kod do zakończenia. Kod asynchroniczny pozwala zaplanować pracę i wrócić do wyniku później.
js_theory_257_self_lexical_scope,self_assess,"Wyjaśnij, czym jest zakres leksykalny w JavaScript.",,,"Zakres leksykalny wynika z miejsca zapisania kodu w pliku. Funkcja ma dostęp do zmiennych z własnego zakresu i z zakresów zewnętrznych, w których została utworzona."
js_theory_258_self_scope_chain,self_assess,"Wyjaśnij, czym jest scope chain.",,,"Scope chain to łańcuch zakresów, po których JavaScript szuka zmiennej. Jeśli zmiennej nie ma lokalnie, silnik sprawdza kolejne zakresy zewnętrzne."
js_theory_259_self_closure_use_case,self_assess,"Wyjaśnij, czym jest closure i podaj prosty przypadek użycia.",,,"Closure powstaje, gdy funkcja pamięta zmienne z zakresu, w którym została utworzona. Przydaje się np. do enkapsulacji stanu albo tworzenia liczników."
js_theory_260_self_temporal_dead_zone,self_assess,"Wyjaśnij, czym jest temporal dead zone dla `let` i `const`.",,,Temporal dead zone to okres od wejścia w blok do faktycznej deklaracji zmiennej. W tym czasie dostęp do zmiennej `let`/`const` powoduje błąd.
js_theory_261_self_function_decl_vs_expression,self_assess,Wyjaśnij różnicę między deklaracją funkcji a wyrażeniem funkcyjnym.,,,Deklaracja funkcji jest hoistowana jako funkcja i często może być wywołana przed miejscem zapisu. Wyrażenie funkcyjne działa jak wartość przypisana do zmiennej.
js_theory_262_self_side_effect,self_assess,"Wyjaśnij, czym jest efekt uboczny funkcji.",,,"Efekt uboczny to wpływ funkcji na coś poza jej lokalnym wynikiem, np. zmiana obiektu z zewnątrz, zapis do DOM, request HTTP albo zapis do localStorage."
js_theory_263_self_pure_function,self_assess,"Wyjaśnij, czym jest funkcja czysta.",,,Funkcja czysta dla tych samych argumentów zwraca ten sam wynik i nie powoduje efektów ubocznych. Dzięki temu łatwiej ją testować i przewidywać.
js_theory_264_self_immutability,self_assess,"Wyjaśnij, czym jest niemutowalne podejście do pracy z danymi.",,,"Zamiast zmieniać istniejący obiekt lub tablicę, tworzy się nową wersję danych. To zmniejsza ryzyko przypadkowych zmian w wielu miejscach aplikacji."
js_theory_265_self_mutation_debugging,self_assess,"Wyjaśnij, dlaczego niekontrolowana mutacja obiektów może utrudniać debugowanie.",,,"Jeśli wiele miejsc ma referencję do tego samego obiektu, jedna zmiana może wpływać na inne fragmenty kodu. Trudniej wtedy ustalić, gdzie i kiedy stan został zmieniony."
js_theory_266_self_primitive_vs_reference_compare,self_assess,Wyjaśnij różnicę między porównywaniem prymitywów a porównywaniem obiektów.,,,"Prymitywy są porównywane według wartości. Obiekty, tablice i funkcje są porównywane według tożsamości referencji, czyli czy to dokładnie ten sam obiekt."
js_theory_267_self_prototype_object,self_assess,"Wyjaśnij, czym jest prototyp obiektu.",,,"Prototyp to obiekt, do którego dany obiekt może delegować odczyt właściwości. Jeśli właściwości nie ma lokalnie, JavaScript sprawdza prototyp."
js_theory_268_self_prototype_chain_lookup,self_assess,"Wyjaśnij, jak działa wyszukiwanie właściwości w łańcuchu prototypów.",,,"Najpierw sprawdzany jest sam obiekt. Jeśli właściwości nie ma, JavaScript idzie do prototypu, potem do prototypu prototypu, aż znajdzie wartość albo dojdzie do końca łańcucha."
js_theory_269_self_class_syntax,self_assess,"Wyjaśnij, czym naprawdę jest składnia `class` w JavaScript.",,,`class` to czytelniejsza składnia do tworzenia konstruktorów i metod opartych na prototypach. Nie działa identycznie jak klasy w każdym języku obiektowym.
js_theory_270_self_instance_vs_static_method,self_assess,Wyjaśnij różnicę między metodą instancji a metodą statyczną klasy.,,,"Metodę instancji wywołuje się na obiekcie utworzonym przez `new`. Metodę statyczną wywołuje się na samej klasie, np. jako funkcję pomocniczą powiązaną z typem."
js_theory_271_self_private_class_fields,self_assess,"Wyjaśnij, do czego służą prywatne pola klasy oznaczane przez `#`.",,,Pola `#` służą do ukrywania wewnętrznego stanu klasy przed kodem z zewnątrz. Pomagają wymusić enkapsulację.
js_theory_272_self_this_normal_function,self_assess,"Wyjaśnij, od czego zależy wartość `this` w zwykłej funkcji.",,,"W zwykłej funkcji `this` zależy głównie od sposobu wywołania funkcji, np. jako metoda obiektu, samodzielna funkcja albo funkcja wywołana przez `call()`/`bind()`."
js_theory_273_self_this_arrow_function,self_assess,"Wyjaśnij, jak działa `this` w arrow function.",,,"Arrow function nie ma własnego `this`. Bierze `this` z otaczającego zakresu, w którym została utworzona."
js_theory_274_self_method_lost_this,self_assess,"Wyjaśnij, dlaczego metoda obiektu przekazana jako callback może „zgubić” `this`.",,,Po przekazaniu samej referencji do metody funkcja może zostać wywołana bez obiektu po lewej stronie kropki. Wtedy `this` nie wskazuje już pierwotnego obiektu.
js_theory_275_self_call_apply_bind,self_assess,"Wyjaśnij różnicę między `call()`, `apply()` i `bind()`.",,,`call()` wywołuje funkcję z argumentami podanymi osobno. `apply()` wywołuje ją z argumentami jako tablicą. `bind()` zwraca nową funkcję z ustawionym `this` i opcjonalnymi argumentami.
js_theory_276_self_iterable,self_assess,"Wyjaśnij, czym jest obiekt iterowalny.",,,"Obiekt iterowalny potrafi zwracać kolejne wartości przez iterator. Dzięki temu działa z `for...of`, spreadem w tablicy czy `Array.from()`."
js_theory_277_self_forof_vs_forin,self_assess,Wyjaśnij różnicę między `for...of` a `for...in`.,,,`for...of` przechodzi po wartościach iterable. `for...in` przechodzi po kluczach enumerable właściwości obiektu.
js_theory_278_self_generator,self_assess,"Wyjaśnij, czym jest generator function.",,,"Generator to funkcja oznaczona `function*`, która może zatrzymywać i wznawiać wykonanie przez `yield`. Zwraca iterator."
js_theory_279_self_symbol_iterator,self_assess,"Wyjaśnij, do czego służy `Symbol.iterator`.",,,"`Symbol.iterator` wskazuje metodę, która zwraca iterator obiektu. Dzięki temu obiekt może działać z mechanizmami iteracji."
js_theory_280_self_map_vs_weakmap,self_assess,Wyjaśnij różnicę między `Map` a `WeakMap`.,,,"`Map` może mieć różne typy kluczy i jest iterowalna. `WeakMap` przyjmuje obiekty jako klucze i nie jest iterowalna, co pomaga w pracy z danymi powiązanymi z obiektami bez blokowania garbage collectora."
js_theory_281_self_weakmap_non_iterable,self_assess,"Wyjaśnij, dlaczego `WeakMap` nie udostępnia łatwej iteracji po wszystkich elementach.",,,"Klucze w `WeakMap` są słabo trzymane i mogą zostać usunięte przez garbage collector. Gdyby dało się je normalnie iterować, ten model byłby trudniejszy do utrzymania."
js_theory_282_self_enumerable_properties,self_assess,"Wyjaśnij, czym są właściwości enumerable.",,,"Właściwości enumerable to takie, które pojawiają się w typowych mechanizmach wyliczania, np. `Object.keys()` albo `for...in`."
js_theory_283_self_property_descriptor,self_assess,"Wyjaśnij, czym jest property descriptor obiektu.",,,"Property descriptor opisuje cechy właściwości, np. `value`, `writable`, `enumerable`, `configurable`, albo gettery i settery."
js_theory_284_self_freeze_vs_const,self_assess,Wyjaśnij różnicę między `const` a `Object.freeze()`.,,,"`const` blokuje ponowne przypisanie zmiennej. `Object.freeze()` ogranicza zmianę właściwości konkretnego obiektu, ale działa płytko."
js_theory_285_self_structuredclone_limits,self_assess,"Wyjaśnij, do czego służy `structuredClone()` i jakie ma ograniczenia.",,,"`structuredClone()` służy do głębszego klonowania wielu typów danych. Nie klonuje jednak wszystkiego, np. funkcji."
js_theory_286_self_runtime_vs_syntax_error,self_assess,Wyjaśnij różnicę między błędem składniowym a błędem wykonania.,,,"Błąd składniowy oznacza, że kod nie może zostać poprawnie sparsowany. Błąd wykonania pojawia się dopiero podczas działania programu."
js_theory_287_self_throw_mechanism,self_assess,"Wyjaśnij, jak działa `throw` w JavaScript.",,,`throw` przerywa normalny przepływ wykonania i zgłasza błąd. Najbliższy pasujący `try...catch` może ten błąd przechwycić.
js_theory_288_self_error_vs_string_throw,self_assess,"Wyjaśnij, dlaczego zwykle lepiej rzucać `Error` niż zwykły string.",,,"`Error` przechowuje m.in. nazwę, wiadomość i często stack trace. Zwykły string ma mniej informacji diagnostycznych."
js_theory_289_self_custom_error_class,self_assess,"Wyjaśnij, kiedy może się przydać własna klasa błędu.",,,"Własna klasa błędu pomaga rozróżniać typy problemów, np. błąd walidacji, błąd autoryzacji albo błąd sieciowy."
js_theory_290_self_json_serialization_limits,self_assess,"Wyjaśnij, czym jest serializacja JSON i jakie ma podstawowe ograniczenia.",,,"Serializacja zamienia dane na tekst JSON. JSON nie zachowuje wszystkich typów JS, np. funkcji, `undefined`, Symboli czy instancji klas w ich oryginalnej formie."
js_theory_291_self_safe_json_parse,self_assess,"Wyjaśnij, dlaczego `JSON.parse()` dla niepewnych danych warto obsłużyć przez `try...catch`.",,,Niepoprawny tekst JSON powoduje wyjątek. `try...catch` pozwala obsłużyć uszkodzone albo nieoczekiwane dane bez wywracania całego programu.
js_theory_292_self_localstorage_vs_sessionstorage,self_assess,Wyjaśnij różnicę między `localStorage` a `sessionStorage`.,,,"`localStorage` przechowuje dane dłużej, zwykle po zamknięciu przeglądarki. `sessionStorage` jest powiązane z daną sesją/kartą przeglądarki."
js_theory_293_self_event_delegation,self_assess,"Wyjaśnij, czym jest event delegation.",,,Event delegation polega na obsłudze zdarzeń na elemencie nadrzędnym zamiast dodawania listenera do każdego dziecka. Wykorzystuje propagację zdarzeń.
js_theory_294_self_preventdefault_vs_stoppropagation,self_assess,Wyjaśnij różnicę między `preventDefault()` a `stopPropagation()`.,,,"`preventDefault()` blokuje domyślną akcję, np. przeładowanie formularza. `stopPropagation()` zatrzymuje przechodzenie zdarzenia do kolejnych elementów."
js_theory_295_self_capturing_vs_bubbling,self_assess,Wyjaśnij różnicę między fazą capturing a bubbling w zdarzeniach DOM.,,,Capturing idzie od elementów nadrzędnych w stronę celu zdarzenia. Bubbling idzie od elementu docelowego z powrotem ku rodzicom.
js_theory_296_self_debounce,self_assess,"Wyjaśnij, czym jest debounce i kiedy się przydaje.",,,"Debounce opóźnia wykonanie funkcji do momentu, aż zdarzenia przestaną szybko napływać. Przydaje się np. przy wyszukiwaniu podczas pisania."
js_theory_297_self_throttle,self_assess,"Wyjaśnij, czym jest throttle i kiedy się przydaje.",,,"Throttle ogranicza częstotliwość wykonywania funkcji, np. maksymalnie raz na określony czas. Przydaje się przy scrollu, resize albo ruchu myszy."
js_theory_298_self_memory_leak,self_assess,"Wyjaśnij, czym jest memory leak w aplikacji JavaScript.",,,"Memory leak powstaje, gdy program niepotrzebnie nadal trzyma referencje do danych, które powinny być już usunięte przez garbage collector."
js_theory_299_self_remove_event_listeners,self_assess,"Wyjaśnij, dlaczego czasem trzeba usuwać niepotrzebne event listenery.",,,"Nieusunięte listenery mogą dalej reagować na zdarzenia i trzymać referencje do danych lub elementów, co może powodować błędy i wycieki pamięci."
js_theory_300_self_dynamic_import_use_case,self_assess,"Wyjaśnij, kiedy może przydać się dynamiczne `import()`.",,,"Dynamiczne `import()` przydaje się, gdy moduł ma być załadowany dopiero w określonym momencie, np. po kliknięciu, wejściu na stronę albo spełnieniu warunku."
